OBJECTID;Nomenclatura;Altura_m_s_n_m_m;Línea_Nivelación;Bloque_Ajuste;Año_Calculo;Latitud;Longitud;Alt_Elipsoidal_m_;Tipo_Coordenada;Código_Departamento;Código_Municipio;Concatenado_Depto_Municipio;Nombre_Departamento;Nombre_Municipio;Estado_Vértice;Dif_El_Geo;ErrDif
3567;54874003;385,962820000000022;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,838050642042000;-72,464648068664999;387,220000000000027;CALCULADA;54;874;54874;NORTE DE SANTANDER;VILLA DEL ROSARIO;Materializado;;
3568;54874002;384,489219999999989;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,847120940997000;-72,470535373743999;385,678999999999974;CALCULADA;54;874;54874;NORTE DE SANTANDER;VILLA DEL ROSARIO;Materializado;;
3569;54874001;387,717460000000017;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,858440574549000;-72,478201684062995;388,766999999999996;CALCULADA;54;874;54874;NORTE DE SANTANDER;VILLA DEL ROSARIO;Materializado;;
3570;54001018;404,367290000000025;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,869104898109000;-72,486411780156004;405,302999999999997;CALCULADA;54;001;54001;NORTE DE SANTANDER;CÚCUTA;Materializado;;
3571;54001017;319,567139999999995;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,882170316000000;-72,487587464000001;320,341999999999985;CALCULADA;54;001;54001;NORTE DE SANTANDER;CÚCUTA;Materializado;;
3572;54001016;338,955939999999998;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,871338191706000;-72,493959923922006;339,892999999999972;CALCULADA;54;001;54001;NORTE DE SANTANDER;CÚCUTA;Materializado;;
3573;54405011;354,630380000000002;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,861239845040000;-72,499834022840005;355,689000000000021;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3574;58-NE-4;379,261279999999999;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,851675889480000;-72,503077472824003;380,478999999999985;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3575;57-NE-4;402,797149999999988;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,839830208153000;-72,507527210844998;404,310000000000002;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3576;54405010;413,904850000000010;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,827838652870000;-72,511939635534006;415,473000000000013;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3577;54405002;423,643520000000024;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,815462358553000;-72,516046072883000;425,416999999999973;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3578;55-NE-4;429,807999999999993;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,804760088189000;-72,518843261967007;431,762999999999977;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3579;54405009;456,676800000000014;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,795758836925000;-72,521186529638996;458,766000000000020;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3580;54405008;470,349739999999997;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,784118369567000;-72,521203500113998;472,620000000000005;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3581;B53-NE-4;487,219940000000008;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,771949494783000;-72,524246698905998;489,266000000000020;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3582;54405007;478,501980000000003;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,760926970250000;-72,529629889248994;481,206999999999994;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3583;B50-NE-4;502,303530000000023;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,750716317001000;-72,536059139521001;505,153999999999996;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3584;A49-NE-4;518,536629999999946;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,742698007595000;-72,545947076035006;521,150999999999954;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3585;B48-NE-4;573,637060000000019;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,739140217284000;-72,551879983787998;576,798000000000002;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3586;54405006;665,706810000000019;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,729221673725000;-72,559899197898005;669,121999999999957;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3587;54405005;744,324790000000007;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,720675301529000;-72,572246313548007;747,982999999999947;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3588;54405004;768,448240000000055;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,710260555223000;-72,578890201375998;772,322000000000003;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3589;54405003;721,926450000000045;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,702299595769000;-72,585186364335996;725,986999999999966;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3590;54172009;682,909539999999993;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,697104834794000;-72,587651628996994;686,994000000000028;CALCULADA;54;405;54405;NORTE DE SANTANDER;LOS PATIOS;Materializado;;
3591;B41-NE-4;731,922130000000038;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,695586568479000;-72,593469595097005;736,191000000000031;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3592;B40-NE-4;702,214680000000044;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,691041192937000;-72,600015971730002;706,599000000000046;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3593;54172008;730,568530000000010;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,681200492143000;-72,607408484249007;735,154999999999973;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3594;B37-NE-4;780,526989999999955;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,667850891518000;-72,609341093987993;785,447000000000003;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3595;A36-NE-4;842,361740000000054;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,658045068926000;-72,610484219924999;847,543999999999983;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3596;A35-NE-4;854,054530000000000;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,650874204872000;-72,614013480208996;859,288999999999987;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3597;54172007;875,433779999999956;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,648532156308000;-72,621855163335994;880,655999999999949;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3598;A33-NE-4;902,258389999999963;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,641105115795000;-72,628151050002003;907,716999999999985;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3599;54172006;907,279490000000010;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,631315447789000;-72,629275254288004;912,908999999999992;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3600;54172005;926,184610000000021;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,622123773154000;-72,628974172658005;931,984000000000037;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3601;54172004;949,252410000000054;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,610745593867000;-72,628528039963001;955,255999999999972;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3602;A29-NE-4;958,402140000000031;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,603201804879000;-72,630905060565993;964,168999999999983;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3603;54172003;971,719439999999963;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,596216859196000;-72,631083059721007;977,993000000000052;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3604;A28-NE-4;984,974029999999971;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,591692732961000;-72,632523404074007;991,182999999999993;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3605;54172002;1002,073380000000043;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,584140700576000;-72,634195249933995;1008,514000000000010;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3606;B26-NE-4;1044,849830000000111;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,573687371359000;-72,636904933107999;1051,436999999999898;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3607;54172001;1055,533660000000054;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,565689505741000;-72,634343181719998;1062,321999999999889;CALCULADA;54;172;54172;NORTE DE SANTANDER;CHINÁCOTA;Materializado;;
3608;54520007;1102,266489999999976;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,557602958446000;-72,633147754939998;1109,221999999999980;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3609;B23-NE-4;1103,833540000000085;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,548726221132000;-72,637447434706004;1110,967000000000098;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3610;B22-NE-4;1140,197789999999941;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,539873186255000;-72,636661785358001;1147,497000000000071;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3611;A21-NE-4;1165,816939999999931;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,529929727521000;-72,636024766253996;1173,317999999999984;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3612;B20-NE-4;1220,067019999999957;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,520132329825000;-72,635553806161994;1227,721999999999980;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3613;A19-NE-4;1245,055720000000065;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,511756532860000;-72,635330376057993;1253,162000000000035;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3614;B18-NE-4;1284,714469999999892;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,501031274553000;-72,635021597952004;1293,041999999999916;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3615;A17-NE-4;1312,443170000000009;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,493968676232000;-72,635698737048003;1320,567000000000007;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3616;54520006;1362,856749999999920;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,483483620263000;-72,635642682371994;1371,145999999999958;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3617;54520005;1411,881650000000036;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,472717718537000;-72,634528673310996;1420,358999999999924;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3618;54520004;1482,603319999999940;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,465137423269000;-72,634382096226005;1491,183999999999969;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3619;A13-NE-4;1547,864730000000009;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,460048691652000;-72,634811742568999;1556,836999999999989;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3620;A12-NE-4;1600,939579999999978;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,453305000000000;-72,636358596999997;;APROXIMADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;#N/A;;
3621;54520003;1613,671430000000100;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,443111374186000;-72,634420390624001;1622,671000000000049;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3622;54520002;1642,530719999999974;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,435518221809000;-72,632247714214998;1651,923000000000002;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3623;A10-NE-4;1706,574170000000095;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,430522330328000;-72,626101271232997;1715,761999999999944;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3624;54520001;1769,978200000000015;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,423831767011000;-72,619679708137994;1779,237000000000080;CALCULADA;54;520;54520;NORTE DE SANTANDER;PAMPLONITA;Materializado;;
3625;54518014;1836,780250000000024;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,414726607371000;-72,617875927233996;1846,213999999999942;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3626;54518013;1887,138729999999896;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,407708874309000;-72,617552823072998;1896,692999999999984;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3627;54518012;1952,201829999999973;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,398583839013000;-72,619165282157994;1961,914999999999964;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3628;B5-NE-4;2023,527180000000044;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,390605480290000;-72,625746287241000;2033,570999999999913;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3629;54518011;2103,196879999999965;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,383411881232000;-72,627116233975002;2113,233000000000175;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3630;A3-NE-4;2181,145820000000185;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,380375842803000;-72,629806521785000;2191,239000000000033;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3631;B2-NE-4;2264,324819999999818;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,374918028010000;-72,640129030170002;2274,730000000000018;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3632;B1-NE-4;2288,853450000000066;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,375886172000000;-72,650602114999998;;CALCULADA;54;518;54518;PAMPLONA;NORTE DE SANTANDER;Materializado;;
3633;GPS-SN-T-3;2288,184150000000045;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,376282852000000;-72,648223289000001;2298,494000000000142;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3634;A88-TE-7;2308,348219999999856;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,378063663000000;-72,650601840999997;;CALCULADA;54;518;54518;PAMPLONA;NORTE DE SANTANDER;Materializado;;
3635;54518002;2312,181019999999990;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,382432180681000;-72,648275059781994;2322,478000000000065;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3636;54518001;2355,131010000000060;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,384423664100000;-72,647399899999996;;CALCULADA;54;518;54518;PAMPLONA;NORTE DE SANTANDER;Materializado;;
3637;54518010;2354,463180000000193;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,384209142709000;-72,647383639433997;2364,715999999999894;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3638;B86-TE-7;2454,407880000000205;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,387783922637000;-72,656739175108996;2464,664999999999964;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3639;B85-TE-7;2519,970699999999852;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,383193011907000;-72,656569137432996;2530,309000000000196;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3640;B84-TE-7;2599,677000000000135;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,377572119166000;-72,660828326415000;2610,210000000000036;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3641;B83-TE-7;2677,628060000000005;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,372560826654000;-72,665867304721999;2688,235000000000127;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3642;54518009;2750,688209999999799;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,372303305111000;-72,671818382428995;2761,340999999999894;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3643;54518008;2827,904309999999896;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,377908683046000;-72,677322779137995;2838,532000000000153;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3644;54518007;2897,670560000000023;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,377230153436000;-72,684210233488997;2908,356000000000222;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3645;B80-TE-7;2988,858459999999923;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,373403568618000;-72,690536034172993;2999,655999999999949;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3646;A79-TE-7;3052,716640000000098;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,365863483831000;-72,692682969743004;3063,695000000000164;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3647;54518006;3101,787690000000111;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,358904756827000;-72,696896040262004;3112,880999999999858;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3648;B78-TE-7;3115,154289999999946;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,355727081951000;-72,702388538272999;3126,599999999999909;CALCULADA;54;518;54518;NORTE DE SANTANDER;PAMPLONA;Materializado;;
3649;A77-TE-7;3090,059090000000197;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,353269818563000;-72,708512673588004;3101,304999999999836;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3650;54480005;3038,922079999999823;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,349060570877000;-72,715596452781000;3050,280000000000200;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3651;54480004;2947,795990000000074;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,343543750088000;-72,719932031496000;2959,250000000000000;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3652;54480003;2864,298940000000130;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,337093570911000;-72,724127403100994;2875,813000000000102;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3653;B73-TE-7;2819,166189999999915;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,329962434343000;-72,724862701559005;2832,347999999999956;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3654;B72-TE-7;2867,313740000000053;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,322132518836000;-72,724447001898000;2879,032999999999902;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3655;A71-TE-7;2902,831810000000132;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,315614806690000;-72,730492617018001;2914,684999999999945;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3656;54480002;2822,692460000000210;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,307265369895000;-72,733910791951004;2834,711999999999989;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3657;B69-TE-7;2779,009900000000016;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,304376061970000;-72,736649095722001;2791,057999999999993;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3658;A69-TE-7;2821,713940000000093;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,298634647192000;-72,737650750385995;2833,831000000000131;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3659;A68-TE-7;2884,599139999999807;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,293200083531000;-72,743085048354004;2896,813999999999851;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3660;B67-TE-7;2925,400329999999940;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,285753692364000;-72,745925583231994;2937,755999999999858;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3661;A67-7E-7;2918,427729999999883;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,285783303000000;-72,745968300000001;;APROXIMADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;#N/A;;
3662;B66-TE-7;2975,591870000000199;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,277216131929000;-72,754388685641999;2988,115999999999985;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3663;54480001;3015,618219999999837;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,271546875324000;-72,753189469987007;3028,199000000000069;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3664;B65-TE-7;3091,037650000000212;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,265087601688000;-72,755610994649999;3103,663000000000011;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3665;B64-TE-7;3151,897699999999986;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,258956098804000;-72,757407377836003;3164,659999999999854;CALCULADA;54;480;54480;NORTE DE SANTANDER;MUTISCUA;Materializado;;
3666;A63-TE-7;3196,300709999999981;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,253364898064000;-72,759576545813999;3209,411000000000058;CALCULADA;54;743;54743;NORTE DE SANTANDER;SILOS;Materializado;;
3667;B62-TE-7;3258,166310000000067;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,255617583528000;-72,768805360645999;3271,028999999999996;CALCULADA;54;743;54743;NORTE DE SANTANDER;SILOS;Materializado;;
3668;A61-TE-7;3288,389959999999974;Línea No 15 Cúcuta Urbano - Villa del Rosario (Puente Internacional);Circuito 7 y 8;2021;7,251949720013000;-72,775155593646005;3301,228999999999814;CALCULADA;54;743;54743;NORTE DE SANTANDER;SILOS;Materializado;;
