OBJECTID;Nomenclatura;Altura_m_s_n_m_m;Línea_Nivelación;Bloque_Ajuste;Año_Calculo;Latitud;Longitud;Alt_Elipsoidal_m_;Tipo_Coordenada;Código_Departamento;Código_Municipio;Concatenado_Depto_Municipio;Nombre_Departamento;Nombre_Municipio;Estado_Vértice;Dif_El_Geo;ErrDif
1;C70-W-2;19,488600000000002;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,881045870795000;-77,012215965549004;37,329000000000001;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
2;76109037;12,882270000000000;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,887763063000000;-77,073318607000004;29,786000000000001;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
3;76109002;10,817170000000001;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,883496220000000;-77,065329993999995;27,986000000000001;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
4;76109038;4,583310000000000;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,882939502000000;-77,054338266000002;21,795999999999999;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
5;76109024;9,195010000000000;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,882651483000000;-77,046951043999997;26,498999999999999;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
6;76109025;9,866210000000001;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,882014526000000;-77,043265563000006;27,215000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
7;76109035;7,030450000000000;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,884012779000000;-77,023474097999994;24,718000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
8;76109036;9,603949999999999;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,881583989000000;-77,032459220999996;27,172000000000001;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
9;76109004;11,627409999999999;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,885219531000000;-77,039085415000002;29,247000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
10;76109039;8,264810000000001;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,886347699000000;-77,030958951000002;25,817000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
11;76109040;20,777509999999999;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,888286644000000;-77,020573313000000;38,476999999999997;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
12;76109041;31,389160000000000;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,890176657000000;-77,009519135000005;49,250999999999998;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
13;76109007;22,107510000000001;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,888406256000000;-76,999617490000006;40,198000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
14;76109042;33,952120000000001;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,883002479000000;-76,987547329999998;52,265000000000001;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
15;76109009;46,085749999999997;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,886504563000000;-76,976270999999997;64,569000000000003;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
16;76109010;62,084760000000003;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,882147340000000;-76,962656980999995;80,873999999999995;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
17;76109011;74,988090000000000;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,883686187000000;-76,954102888999998;93,950000000000003;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
18;76109012;92,045559999999995;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,878986171000000;-76,942067840999997;111,256000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
19;76109013;103,732460000000003;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,880795785000000;-76,933813959000005;123,099999999999994;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
20;76109043;96,056709999999995;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,879385268000000;-76,923850330999997;115,659999999999997;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
21;76109044;140,122309999999999;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,879029670000000;-76,910813642999997;160,022999999999996;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
22;76109015;146,824109999999990;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,879776494000000;-76,898926803999998;167,224999999999994;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
23;76109045;184,433510000000012;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,875219191000000;-76,887053081000005;204,914999999999992;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
24;76109046;177,215429999999998;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,872960446000000;-76,879724647000003;197,875000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
25;76109047;206,762079999999997;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,867784839000000;-76,870732102000005;227,695999999999998;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
26;76109048;224,559230000000014;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,873709347000000;-76,861859339000006;245,649000000000001;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
27;76109049;189,018779999999992;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,869427163000000;-76,855875894999997;210,292000000000002;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
28;76109050;118,079459999999997;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,861222406000000;-76,855893690000002;139,467000000000013;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
29;76109051;148,772510000000011;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,859513509000000;-76,848148801999997;170,375000000000000;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
30;76109052;142,424929999999989;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,863902178000000;-76,835507809999996;163,941000000000003;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
31;76109053;153,800029999999992;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,866251195000000;-76,827064480999994;175,842999999999989;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
32;76109054;174,562430000000006;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,864798164000000;-76,815412971000001;196,919999999999987;CALCULADA;76;109;76109;VALLE DEL CAUCA;BUENAVENTURA;Materializado;;
33;76109055;182,629430000000013;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,860367638000000;-76,804842042000004;205,286000000000001;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
34;76233020;193,516030000000001;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,850735701000000;-76,798416978000006;216,494000000000000;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
35;76233022;225,939069999999987;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,840883676000000;-76,793575128000001;249,125000000000000;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
36;76233023;233,847170000000006;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,832869128000000;-76,789346531999996;257,343000000000018;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
37;76233024;257,808670000000006;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,824773303000000;-76,784607571999999;281,468000000000018;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
38;76109022;274,948519999999974;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,816519794000000;-76,781107261000002;298,762000000000000;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
39;76233025;273,595120000000009;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,808394556000000;-76,777286708999995;297,750999999999976;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
40;76233026;287,105779999999982;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,799291290000000;-76,774837818999998;311,466999999999985;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
41;76233021;297,374079999999992;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,789793519000000;-76,770077724000004;321,795000000000016;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
42;76109023;314,005429999999990;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,783518100000000;-76,760361313999994;338,617000000000019;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
43;76233001;356,147940000000006;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,777059000000000;-76,752033999999995;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
44;76233027;421,574689999999975;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,773328870000000;-76,741944685000007;446,699000000000012;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
45;TBM1-L2;435,873240000000010;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,773504322000000;-76,738896044000001;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
46;TBM2-L2;465,375440000000026;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,773679775000000;-76,735847406000005;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
47;A44-W-3;491,332539999999995;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,774030678049000;-76,729750126935997;516,791000000000054;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
48;76233003;505,140089999999987;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,782719806000000;-76,720775915999994;530,663000000000011;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
49;76233028;491,327600000000018;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,777414687000000;-76,708920969999994;516,760999999999967;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
50;76233029;583,768050000000017;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,773334999000000;-76,696598885000000;609,788000000000011;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
51;TBM3-L2;601,235999999999990;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,772848008000000;-76,693465232999998;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
52;TBM4-L2;638,637699999999995;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,772361017000000;-76,690331577999999;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
53;76233019;666,052800000000047;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,771387036000000;-76,684064273000004;692,357999999999947;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
54;76233007;634,553949999999986;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,768943203000000;-76,672419489999996;661,378000000000043;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
55;1-V-5;628,521269999999959;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,759424320294000;-76,663737501398003;655,235000000000014;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
56;76233008;647,022169999999960;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,754606305000000;-76,662454337000000;673,837999999999965;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
57;A3-V-5;666,776600000000030;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,743965506765000;-76,662658051719006;693,668000000000006;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
58;4-V-5;682,328449999999975;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,736918297178000;-76,665094099181005;709,232999999999947;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
59;76233030;692,667239999999993;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,726584717000000;-76,668902759999995;719,553999999999974;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
60;6-V-5;705,422630000000026;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,719751748921000;-76,670725826221997;732,355000000000018;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
61;7-V-5;721,913319999999999;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,713304210367000;-76,674430116940997;748,778000000000020;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
62;8-V-5;736,434830000000034;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,707146620949000;-76,678005909773006;763,238000000000056;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
63;9-V-5;741,098029999999994;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,700081598967000;-76,681804023481007;768,791000000000054;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
64;76233010;756,556280000000015;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,692117931000000;-76,683681745000001;783,480999999999995;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
65;76233031;780,773130000000037;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,682364307000000;-76,684707055999993;807,777000000000044;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
66;A12-V-5;789,371179999999981;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,674363066286000;-76,687809648891999;816,481999999999971;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
67;A13-V-5;830,629789999999957;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,666160178397000;-76,689966283472998;857,785999999999945;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
68;A14-V-5;878,619190000000003;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,659667256306000;-76,688074942016002;905,527000000000044;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
69;76233032;870,735189999999989;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,652737212000000;-76,690516763999995;898,120000000000005;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
70;A18-V-5;889,807459999999992;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,645543971461000;-76,690021010145998;917,003000000000043;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
71;A19-V-5;945,800910000000044;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,647968928929000;-76,686835592867993;972,850000000000023;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
72;76233033;995,494350000000054;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,641523559000000;-76,682336223999997;1022,897000000000048;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
73;A21-V-5;1039,839600000000019;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,636248207074000;-76,676133393263001;1067,374000000000024;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
74;A22-V-5;1084,358009999999922;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,632880838531000;-76,670221867625003;1111,864000000000033;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
75;23-V-5;1134,598660000000109;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,625503718423000;-76,668562749052995;1162,260999999999967;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
76;76233034;1146,495210000000043;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,619115715000000;-76,665738445000002;1174,336000000000013;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
77;A25-V-5;1089,387410000000045;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,617784629210000;-76,657760114167004;1117,306000000000040;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
78;26-V-5;1100,216869999999972;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,614456102482000;-76,653407711857000;1128,175999999999931;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
79;76233012;1173,147369999999910;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,613993655000000;-76,660664189000002;1201,021999999999935;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
80;A28-V-5;1245,182720000000018;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,609863229612000;-76,655692762141001;1273,208000000000084;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
81;76233013;1309,624620000000050;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,605322996000000;-76,649881128999994;1337,515000000000100;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
82;30-V-5;1360,609079999999949;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,599804641925000;-76,646272791843998;1388,780999999999949;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
83;76233014;1377,039579999999887;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,594451896000000;-76,644838110999999;1405,363000000000056;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
84;A31-V-5;1401,903679999999895;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,591558751770000;-76,642112869018007;1430,147999999999911;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
85;A32-V-5;1449,355119999999943;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,586601781999000;-76,635558486155006;1477,761999999999944;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
86;33-V-5;1469,527620000000070;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,583385163857000;-76,628624499406996;1498,006000000000085;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
87;34-V-5;1539,689110000000028;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,579972927534000;-76,626173629933007;1568,169000000000096;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
88;76233035;1570,913209999999935;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,576727271000000;-76,618996392000000;1599,545000000000073;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
89;36-V-5;1610,243909999999914;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,568978962301000;-76,617028347464000;1638,832000000000107;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
90;76233015;1633,215719999999919;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,563014579000000;-76,611680433000004;1662,236000000000104;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
91;76233036;1683,077919999999949;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,557523042000000;-76,612181211999996;1711,932999999999993;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
92;A39-V-5;1728,253639999999905;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,549421377415000;-76,610099221205999;1757,182999999999993;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
93;A40-V-5;1789,494850000000042;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,544669120488000;-76,614264001845996;1818,415999999999940;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
94;41-V-5;1833,582940000000008;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,537362000000000;-76,616433999999998;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
95;76233016;1882,537090000000035;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,529565737000000;-76,620489132000003;1911,392000000000053;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
96;76233017;1951,936539999999923;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,521085085000000;-76,619569773999999;1980,886999999999944;CALCULADA;76;233;76233;VALLE DEL CAUCA;DAGUA;Materializado;;
97;76001001;1972,339510000000018;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,513691304000000;-76,619998774999999;2001,228000000000065;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
98;76001002;1904,028759999999920;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,503332616000000;-76,618141933999993;1933,044000000000096;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
99;76001003;1846,438349999999900;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,496213348000000;-76,614077942999998;1875,468000000000075;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
100;76001004;1766,200540000000046;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,488135000000000;-76,612589999999997;;APROXIMADA;76;001;76001;VALLE DEL CAUCA;CALI;#N/A;;
101;76001005;1704,491909999999962;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,483022863000000;-76,607898574000004;1733,124000000000024;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
102;TBM16-L2;1652,850190000000111;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,480000000000000;-76,605000000000004;;APROXIMADA;76;001;76001;VALLE DEL CAUCA;CALI;#N/A;;
103;76001006;1616,806540000000041;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,484627000000000;-76,601928999999998;;APROXIMADA;76;001;76001;VALLE DEL CAUCA;CALI;#N/A;;
104;76001007;1540,744380000000092;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,478853301000000;-76,601344527999998;1569,679000000000087;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
105;76001008;1470,754079999999931;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,476300500000000;-76,593642654000007;1499,873000000000047;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
106;76001157;1403,139879999999948;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,469948252000000;-76,588990805999998;1432,098999999999933;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
107;76001158;1336,617179999999962;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,462159953000000;-76,585788136000005;1365,540999999999940;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
108;76001011;1273,339670000000069;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,521084872000000;-76,619573536000004;;APROXIMADA;76;233;76233;VALLE DEL CAUCA;DAGUA;#N/A;;
109;76001020;1210,129889999999932;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,453243165000000;-76,570548790000004;1237,969000000000051;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
110;76001159;1147,229700000000093;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,451457944000000;-76,567651359999999;1176,061999999999898;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
111;76001160;1078,608850000000075;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,449937000000000;-76,557682999999997;;APROXIMADA;76;001;76001;VALLE DEL CAUCA;CALI;#N/A;;
112;76001014;1025,529860000000099;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,453684795000000;-76,549905471000002;1054,246000000000095;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
113;76001015;1006,275960000000055;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,450956873000000;-76,542707940000000;1034,911000000000058;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
114;76001021;988,180449999999951;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,455000000000000;-76,531499999999994;;APROXIMADA;76;001;76001;VALLE DEL CAUCA;CALI;#N/A;;
115;A1-W-2;996,943549999999959;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,451847747310000;-76,532477544480997;1025,538999999999987;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
116;76001016;972,677860000000010;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,461532565000000;-76,519537489000001;1001,221000000000004;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
117;76001017;964,885729999999967;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,466887391000000;-76,512576985999999;993,429999999999950;CALCULADA;76;001;76001;VALLE DEL CAUCA;CALI;Materializado;;
118;76001019;959,554229999999961;Línea No 2 Buenaventura - Bogotá;Circuito 1 y 2 ;2021;3,472944444000000;-76,507333333000005;;APROXIMADA;76;001;76001;VALLE DEL CAUCA;CALI;#N/A;;
